Ticker,Prix,High52W,Low52W,Median52W,ZoneHigh,ZoneLow,PctRange,DistMedian_%,MM30_Daily,Dist_MM30_%,MM30DailySlope_%,Vol14j_%,ATR14j_$,MM30W_3W_Haussier,Phase2_Daily,Breakout,In_Zone,Strat1_Zone,Strat2_Pullback,Strat3_Precoce,Setup,Prix_Alert_Pullback_m3,Prix_Alert_Pullback_p3,PRU_$,Qte_Total,Qte_par_Tier,T1_Prix_$,T1_Gain_$,T2_Prix_$,T2_Gain_$,Signal_Secu_$,SL_Secu_$,T3_Trailing_$,SL_Initial_$,Perte_Max_$,Gain_Secu_$,RR_Ratio
SWK,98.75,104.68,59.87,82.28,92.56,71.99,86.8,20.0,96.33,2.5,3.8,5.74,2.71,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,93.44,99.22,98.75,7.5949,2.5316,148.12,125.0,202.44,262.5,118.5,106.65,92.82,92.82,45.0,387.5,8.61
SWKS,67.11,88.05,51.48,69.76,78.48,61.04,42.7,-3.8,64.54,4.0,3.22,7.71,2.5,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,62.61,66.48,67.11,11.1757,3.7252,100.66,125.0,137.58,262.5,80.53,72.48,63.08,63.08,45.0,387.5,8.61
SWX,89.44,93.81,74.0,83.9,94.39,73.42,77.9,6.6,90.99,-1.7,0.54,4.66,1.82,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,88.26,93.72,,,,,,,,,,,,,,
SXT,137.32,137.83,82.04,109.94,123.68,96.19,99.1,24.9,124.48,10.3,3.47,6.17,3.53,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,120.74,128.21,,,,,,,,,,,,,,
SYF,80.18,87.67,62.55,75.11,84.5,65.73,70.2,6.7,76.73,4.5,2.4,5.98,1.79,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,74.43,79.03,80.18,9.354,3.118,120.27,125.0,164.37,262.5,96.22,86.59,75.37,75.37,45.0,387.5,8.61
SYK,328.65,392.86,280.25,336.56,378.63,294.49,43.0,-2.3,332.7,-1.2,1.12,5.97,8.99,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,322.72,342.68,,,,,,,,,,,,,,
SYM,40.6,87.88,38.19,63.03,70.91,55.15,4.9,-35.6,42.08,-3.5,-1.2,17.48,2.19,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,40.82,43.34,,,,,,,,,,,,,,
SYNA,94.17,149.11,58.28,103.69,116.66,90.73,39.5,-9.2,108.99,-13.6,-5.52,12.05,4.7,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,105.72,112.26,,,,,,,,,,,,,,
SYY,84.21,90.56,67.23,78.9,88.76,69.04,72.8,6.7,83.29,1.1,-0.08,3.3,1.54,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,80.79,85.79,,,,,,,,,,,,,,
T,25.71,28.75,19.63,24.19,27.21,21.17,66.7,6.3,23.7,8.5,6.15,4.39,0.51,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,22.99,24.41,25.71,29.1715,9.7238,38.56,125.0,52.71,262.5,30.85,27.77,24.17,24.17,45.0,387.5,8.61
TAK,18.25,18.9,12.99,15.94,17.94,13.95,88.9,14.4,17.31,5.4,2.62,5.41,0.32,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,16.79,17.83,,,,,,,,,,,,,,
TAL,11.4,13.37,8.88,11.12,12.52,9.73,56.0,2.4,11.34,0.4,5.4,8.61,0.4,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,11.0,11.68,,,,,,,,,,,,,,
TAP,43.0,53.62,38.04,45.83,51.56,40.1,31.8,-6.2,41.7,3.1,2.38,7.56,1.28,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,40.45,42.95,,,,,,,,,,,,,,
TCOM,46.01,78.99,38.04,58.51,65.83,51.2,19.5,-21.4,45.13,1.9,3.41,6.21,0.89,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,43.78,46.49,,,,,,,,,,,,,,
TDC,27.5,41.78,20.25,31.01,34.89,27.14,33.7,-11.3,29.0,-5.2,-7.74,25.16,1.5,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,28.13,29.87,,,,,,,,,,,,,,
TDG,1198.05,1463.03,1123.61,1293.32,1454.99,1131.66,21.9,-7.4,1236.39,-3.1,-2.25,5.78,28.54,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,1199.3,1273.49,,,,,,,,,,,,,,
TDOC,6.25,9.89,4.4,7.14,8.04,6.25,33.7,-12.5,7.72,-19.1,-9.88,12.33,0.29,OUI,NON,NON,NON,NON,NON,NON,🔴 Rejet,7.49,7.95,,,,,,,,,,,,,,
TDY,625.86,697.67,483.02,590.34,664.14,516.55,66.5,6.0,656.62,-4.7,0.82,4.48,14.49,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,636.93,676.32,,,,,,,,,,,,,,
TEAM,172.41,184.0,56.01,120.0,135.01,105.0,90.9,43.7,123.2,39.9,27.32,36.02,10.23,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,119.5,126.89,,,,,,,,,,,,,,
TECH,72.35,72.62,43.12,57.87,65.1,50.64,99.1,25.0,72.01,0.5,0.62,0.91,0.28,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,69.85,74.17,72.35,10.3663,3.4554,108.52,125.0,148.32,262.5,86.82,78.14,68.01,68.01,45.0,387.5,8.61
TECK,70.05,71.15,31.51,51.33,57.75,44.92,97.2,36.5,62.2,12.6,3.84,7.46,1.92,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,60.33,64.07,,,,,,,,,,,,,,
TEL,201.63,250.61,189.53,220.07,247.58,192.56,19.8,-8.4,207.39,-2.8,1.74,7.28,5.56,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,201.17,213.61,,,,,,,,,,,,,,
TEM,66.93,104.32,40.77,72.55,81.61,63.48,41.2,-7.7,51.63,29.7,-0.43,31.67,4.66,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,50.08,53.18,,,,,,,,,,,,,,
TENB,33.91,43.67,15.73,29.7,33.41,25.99,65.1,14.2,35.67,-4.9,-2.39,14.42,1.98,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,34.6,36.74,,,,,,,,,,,,,,
TEO,13.56,16.34,6.43,11.38,12.81,9.96,71.9,19.1,13.59,-0.2,0.77,7.91,0.51,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,13.18,14.0,,,,,,,,,,,,,,
TER,366.96,487.91,109.34,298.63,335.95,261.3,68.1,22.9,370.05,-0.8,0.76,16.2,25.85,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,358.95,381.15,,,,,,,,,,,,,,
TEVA,37.0,37.83,17.82,27.83,31.3,24.35,95.9,33.0,34.27,8.0,3.16,4.56,0.88,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,33.24,35.3,,,,,,,,,,,,,,
TEX,65.46,74.5,41.37,57.93,65.18,50.69,72.7,13.0,65.92,-0.7,-0.84,8.98,2.36,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,63.94,67.89,,,,,,,,,,,,,,
TFC,50.85,54.52,39.1,46.81,52.66,40.96,76.2,8.6,51.66,-1.6,0.79,4.13,0.83,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,50.11,53.21,,,,,,,,,,,,,,
TFIN,73.77,83.52,46.43,64.97,73.1,56.85,73.7,13.5,77.07,-4.3,-0.55,6.07,1.9,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,74.76,79.38,,,,,,,,,,,,,,
TFSL,17.75,19.49,11.84,15.66,17.62,13.71,77.3,13.4,17.93,-1.0,-0.31,4.76,0.36,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,17.39,18.47,,,,,,,,,,,,,,
TFX,139.1,144.64,99.39,122.01,137.27,106.76,87.7,14.0,134.72,3.2,0.95,7.38,4.86,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,130.68,138.76,,,,,,,,,,,,,,
TGS,28.62,36.35,19.74,28.04,31.55,24.54,53.5,2.1,29.61,-3.3,-1.67,6.61,1.03,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,28.72,30.49,,,,,,,,,,,,,,
TGT,169.22,170.75,81.2,125.98,141.72,110.23,98.3,34.3,146.72,15.3,6.46,7.07,4.98,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,142.32,151.12,,,,,,,,,,,,,,
TGTX,55.77,59.3,26.76,43.03,48.41,37.65,89.2,29.6,52.14,7.0,-3.19,9.78,2.15,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,50.57,53.7,,,,,,,,,,,,,,
THC,278.18,283.05,157.58,220.31,247.85,192.78,96.1,26.3,243.32,14.3,10.6,6.59,7.58,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,236.02,250.62,,,,,,,,,,,,,,
THG,226.92,236.07,164.24,200.15,225.17,175.14,87.3,13.4,221.98,2.2,1.0,4.53,4.34,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,215.32,228.64,226.92,3.3051,1.1017,340.38,125.0,465.19,262.5,272.3,245.07,213.3,213.3,45.0,387.5,8.61
THO,79.48,121.16,69.23,95.19,107.09,83.29,19.7,-16.5,77.7,2.3,1.97,6.57,2.32,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,75.37,80.03,,,,,,,,,,,,,,
TIGO,92.85,107.13,41.57,74.35,83.65,65.06,78.2,24.9,95.01,-2.3,-0.17,18.62,4.43,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,92.16,97.86,,,,,,,,,,,,,,
TIMB,18.15,28.01,17.14,22.58,25.4,19.75,9.3,-19.6,19.47,-6.8,-6.48,7.62,0.45,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,18.88,20.05,,,,,,,,,,,,,,
TKO,194.52,225.15,173.96,199.56,224.5,174.61,40.2,-2.5,188.2,3.4,0.37,8.57,5.5,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,182.55,193.84,,,,,,,,,,,,,,
TKR,122.91,145.98,69.62,107.8,121.27,94.32,69.8,14.0,133.51,-7.9,-2.77,6.67,3.63,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,129.5,137.51,,,,,,,,,,,,,,
TLK,15.03,21.71,12.6,17.15,19.3,15.01,26.7,-12.4,14.7,2.2,2.1,5.21,0.26,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,14.26,15.15,,,,,,,,,,,,,,
TLN,307.69,451.28,301.45,376.37,423.41,329.32,4.2,-18.2,348.68,-11.8,-3.75,13.93,17.53,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,338.22,359.14,,,,,,,,,,,,,,
TLX,11.65,12.6,6.28,9.44,10.62,8.26,85.0,23.4,11.01,5.8,1.03,14.45,0.44,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,10.68,11.34,11.65,64.3777,21.4592,17.48,125.0,23.88,262.5,13.98,12.58,10.95,10.95,45.0,387.5,8.61
TMDX,93.86,156.0,60.1,108.05,121.56,94.55,35.2,-13.1,81.4,15.3,9.15,12.82,4.59,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,78.95,83.84,,,,,,,,,,,,,,
TME,8.64,26.0,7.94,16.97,19.09,14.85,3.8,-49.1,9.11,-5.2,0.29,14.15,0.39,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,8.84,9.38,,,,,,,,,,,,,,
TMUS,182.65,256.42,165.66,211.04,237.42,184.66,18.7,-13.5,181.73,0.5,0.32,6.51,4.62,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,176.28,187.19,,,,,,,,,,,,,,
TMV,42.03,44.43,31.21,37.82,42.55,33.09,81.9,11.1,41.72,0.8,3.54,8.18,1.04,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,40.47,42.97,42.03,17.8444,5.9481,63.04,125.0,86.16,262.5,50.44,45.39,39.51,39.51,45.0,387.5,8.61
TNET,69.96,73.08,33.15,53.11,59.75,46.47,92.2,31.7,65.86,6.2,8.01,9.12,2.66,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,63.89,67.84,,,,,,,,,,,,,,
TNL,72.6,79.65,56.66,68.16,76.68,59.64,69.3,6.5,74.76,-2.9,-0.81,6.74,1.85,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,72.52,77.0,,,,,,,,,,,,,,
TOL,147.71,167.75,122.93,145.34,163.51,127.18,55.3,1.6,149.83,-1.4,-1.41,8.43,4.64,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,145.33,154.32,,,,,,,,,,,,,,
TOST,36.51,45.64,22.26,33.95,38.19,29.71,61.0,7.6,32.92,10.9,6.76,8.07,1.25,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,31.93,33.91,36.51,20.5423,6.8474,54.76,125.0,74.85,262.5,43.81,39.43,34.32,34.32,45.0,387.5,8.61
TPG,52.95,67.83,36.07,51.95,58.45,45.46,53.1,1.9,46.86,13.0,8.53,11.01,2.13,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,45.45,48.26,,,,,,,,,,,,,,
TPL,370.51,545.74,268.51,407.13,458.02,356.24,36.8,-9.0,386.76,-4.2,-3.66,14.05,19.92,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,375.16,398.37,,,,,,,,,,,,,,
TPR,132.65,164.8,92.17,128.48,144.54,112.42,55.7,3.2,144.69,-8.3,-1.64,18.08,6.13,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,140.35,149.03,,,,,,,,,,,,,,
TR,41.5,44.95,33.21,39.08,43.96,34.19,70.6,6.2,39.63,4.7,1.56,4.7,0.95,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,38.44,40.82,41.5,18.0723,6.0241,62.25,125.0,85.07,262.5,49.8,44.82,39.01,39.01,45.0,387.5,8.61
TREX,47.08,66.06,29.77,47.91,53.9,41.93,47.7,-1.7,46.11,2.1,0.51,8.58,1.83,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,44.73,47.49,47.08,15.9303,5.3101,70.62,125.0,96.51,262.5,56.5,50.85,44.26,44.26,45.0,387.5,8.61
TRGP,292.88,307.94,141.11,224.52,252.59,196.46,91.0,30.4,275.85,6.2,1.96,10.69,9.46,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,267.58,284.13,,,,,,,,,,,,,,
TRI,108.31,172.72,75.78,124.25,139.78,108.72,33.5,-12.8,99.22,9.2,5.86,13.87,5.21,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,96.25,102.2,,,,,,,,,,,,,,
TRIP,10.23,20.16,9.01,14.59,16.41,12.76,10.9,-29.9,12.62,-19.0,-8.21,26.94,0.72,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,12.24,13.0,,,,,,,,,,,,,,
TRMB,60.69,84.42,47.92,66.17,74.44,57.9,35.0,-8.3,56.3,7.8,3.56,7.84,2.13,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,54.61,57.99,,,,,,,,,,,,,,
TRN,29.69,38.31,24.06,31.18,35.08,27.29,39.5,-4.8,32.9,-9.8,-4.84,7.23,0.89,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,31.92,33.89,,,,,,,,,,,,,,
TROW,111.43,122.0,84.21,103.1,115.99,90.22,72.0,8.1,114.8,-2.9,-1.55,3.13,2.06,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,111.36,118.25,,,,,,,,,,,,,,
TRU,84.57,94.9,63.28,79.09,88.97,69.2,67.3,6.9,79.75,6.0,2.52,7.5,2.56,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,77.36,82.14,84.57,8.8684,2.9561,126.85,125.0,173.37,262.5,101.48,91.34,79.5,79.5,45.0,387.5,8.61
TRUP,31.46,48.48,21.16,34.82,39.17,30.47,37.7,-9.6,27.3,15.2,5.68,18.64,1.56,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,26.48,28.12,,,,,,,,,,,,,,
TRV,370.77,398.7,249.31,324.01,364.51,283.51,81.3,14.4,371.09,-0.1,2.79,4.67,7.05,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,359.95,382.22,,,,,,,,,,,,,,
TSCO,35.63,61.84,28.36,45.1,50.74,39.46,21.7,-21.0,32.81,8.6,4.94,6.38,1.16,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,31.82,33.79,,,,,,,,,,,,,,
TSEM,213.91,319.94,50.85,185.4,208.57,162.22,60.6,15.4,236.0,-9.4,1.61,23.45,18.66,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,228.92,243.08,,,,,,,,,,,,,,
TSLA,348.87,498.83,297.38,398.1,447.87,348.34,25.6,-12.4,340.98,2.3,-5.98,9.84,11.95,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,330.75,351.21,,,,,,,,,,,,,,
TSM,411.16,479.0,223.16,351.08,394.97,307.2,73.5,17.1,413.11,-0.5,-1.7,5.6,11.24,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,400.72,425.5,,,,,,,,,,,,,,
TSN,57.94,68.9,49.3,59.1,66.49,51.71,44.1,-2.0,58.18,-0.4,-0.33,4.82,1.32,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,56.44,59.93,,,,,,,,,,,,,,
TTAN,95.53,119.99,54.17,87.08,97.96,76.19,62.8,9.7,83.62,14.2,6.62,9.07,4.38,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,81.11,86.13,95.53,7.8509,2.617,143.3,125.0,195.84,262.5,114.64,103.17,89.8,89.8,45.0,387.5,8.61
TTD,13.22,56.39,12.83,34.61,38.94,30.28,0.9,-61.8,16.47,-19.8,-10.15,24.54,1.01,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,15.97,16.96,,,,,,,,,,,,,,
TTE,89.35,94.17,55.92,75.05,84.43,65.67,87.4,19.1,86.0,3.9,4.5,4.01,1.55,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,83.42,88.58,,,,,,,,,,,,,,
TTEK,37.17,42.87,25.76,34.31,38.6,30.02,66.7,8.3,33.84,9.8,6.29,6.21,0.97,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,32.82,34.85,,,,,,,,,,,,,,
TTMI,107.12,223.83,40.46,132.15,148.66,115.63,36.4,-18.9,128.85,-16.9,-7.61,16.24,10.48,OUI,NON,NON,NON,NON,NON,NON,🔴 Rejet,124.99,132.72,,,,,,,,,,,,,,
TW,107.88,130.44,91.42,110.93,124.79,97.06,42.2,-2.8,102.61,5.1,2.05,4.63,2.21,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,99.53,105.69,107.88,6.9522,2.3174,161.82,125.0,221.15,262.5,129.46,116.51,101.41,101.41,45.0,387.5,8.61
TWLO,223.3,258.35,98.44,178.4,200.7,156.1,78.1,25.2,212.64,5.0,3.73,27.41,14.99,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,206.26,219.02,223.3,3.3587,1.1196,334.95,125.0,457.76,262.5,267.96,241.16,209.9,209.9,45.0,387.5,8.61
TWST,139.9,145.93,23.3,84.61,95.19,74.04,95.1,65.3,107.87,29.7,11.71,32.11,9.9,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,104.63,111.1,,,,,,,,,,,,,,
TXG,63.74,65.47,11.16,38.32,43.1,33.53,96.8,66.4,51.5,23.8,15.09,23.21,4.21,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,49.96,53.05,,,,,,,,,,,,,,
TXN,259.98,332.33,150.2,241.27,271.42,211.11,60.3,7.8,279.27,-6.9,-2.93,6.74,8.97,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,270.89,287.65,,,,,,,,,,,,,,
TXNM,57.17,59.1,54.88,56.99,64.11,49.87,54.3,0.3,57.43,-0.4,0.62,0.94,0.27,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,55.7,59.15,,,,,,,,,,,,,,
TXRH,204.63,216.3,153.17,184.74,207.83,161.64,81.5,10.8,202.62,1.0,2.76,4.94,5.12,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,196.54,208.7,204.63,3.6652,1.2217,306.94,125.0,419.49,262.5,245.56,221.0,192.35,192.35,45.0,387.5,8.61
TXT,82.1,101.53,78.07,89.8,101.02,78.57,17.2,-8.6,88.71,-7.5,-1.76,4.12,1.92,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,86.05,91.37,,,,,,,,,,,,,,
TYL,357.14,566.95,270.71,418.83,471.18,366.48,29.2,-14.7,318.67,12.1,2.81,8.03,12.66,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,309.11,328.23,,,,,,,,,,,,,,
U,46.4,52.15,16.78,34.47,38.77,30.16,83.8,34.6,37.29,24.4,16.95,15.6,2.12,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,36.17,38.41,46.4,16.1638,5.3879,69.6,125.0,95.12,262.5,55.68,50.11,43.62,43.62,45.0,387.5,8.61
UAA,5.39,8.15,4.13,6.14,6.91,5.37,31.2,-12.3,6.34,-15.1,-6.37,12.72,0.29,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,6.15,6.53,,,,,,,,,,,,,,
UAL,113.82,138.77,84.64,111.71,125.67,97.74,53.9,1.9,121.5,-6.3,-2.78,7.59,3.59,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,117.86,125.15,,,,,,,,,,,,,,
UBER,78.78,101.99,65.41,83.7,94.16,73.24,36.6,-5.9,73.2,7.6,1.45,11.85,3.02,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,71.0,75.39,,,,,,,,,,,,,,
UBS,53.74,55.15,35.38,45.27,50.92,39.61,92.9,18.7,53.08,1.2,1.55,2.83,0.69,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,51.49,54.68,53.74,13.9561,4.652,80.61,125.0,110.17,262.5,64.49,58.04,50.52,50.52,45.0,387.5,8.61
UCB,35.53,37.18,27.99,32.58,36.66,28.51,82.0,9.0,35.84,-0.9,0.72,3.67,0.59,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,34.76,36.91,,,,,,,,,,,,,,
UEC,12.49,20.34,8.91,14.62,16.45,12.8,31.4,-14.6,10.49,19.1,3.76,17.25,0.59,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,10.18,10.81,,,,,,,,,,,,,,
UFPI,89.15,117.06,77.54,97.3,109.47,85.14,29.4,-8.4,88.89,0.3,1.13,7.37,2.84,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,86.23,91.56,,,,,,,,,,,,,,
UGI,37.96,40.48,30.66,35.57,40.02,31.13,74.2,6.7,36.34,4.5,1.25,11.39,1.17,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,35.25,37.43,,,,,,,,,,,,,,
UGP,6.72,6.8,3.29,5.05,5.68,4.41,97.6,33.1,6.31,6.4,5.01,10.62,0.23,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,6.12,6.5,,,,,,,,,,,,,,
UHAL,71.17,76.45,41.95,59.2,66.6,51.8,84.7,20.2,72.35,-1.6,2.91,3.9,1.91,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,70.18,74.52,,,,,,,,,,,,,,
UHS,176.24,245.55,140.08,192.82,216.92,168.71,34.3,-8.6,164.29,7.3,3.81,5.74,5.13,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,159.36,169.21,,,,,,,,,,,,,,
UL,65.2,73.09,53.97,63.53,71.47,55.59,58.7,2.6,62.55,4.2,0.98,4.35,0.93,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,60.67,64.43,,,,,,,,,,,,,,
ULCC,5.89,8.4,3.02,5.71,6.43,5.0,53.2,3.0,6.55,-10.1,-5.32,11.57,0.34,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,6.35,6.75,,,,,,,,,,,,,,
ULS,74.68,107.38,61.36,84.37,94.92,73.82,28.9,-11.5,82.79,-9.8,-6.05,4.21,2.15,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,80.3,85.27,,,,,,,,,,,,,,
ULTA,539.01,714.97,443.6,579.28,651.7,506.87,35.2,-7.0,510.37,5.6,4.24,10.67,17.89,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,495.06,525.68,,,,,,,,,,,,,,
UMC,19.12,28.46,6.45,17.45,19.63,15.27,57.6,9.6,19.69,-2.9,-9.27,10.9,0.83,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,19.1,20.28,,,,,,,,,,,,,,
UMI,61.04,64.77,45.13,54.95,61.82,48.08,81.0,11.1,60.83,0.3,0.95,4.27,1.48,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,59.01,62.66,61.04,12.287,4.0957,91.56,125.0,125.13,262.5,73.25,65.92,57.38,57.38,45.0,387.5,8.61
UNF,291.43,306.67,146.95,226.81,255.16,198.46,90.5,28.5,290.34,0.4,2.21,1.89,3.94,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,281.63,299.05,291.43,2.5735,0.8578,437.14,125.0,597.43,262.5,349.72,314.74,273.94,273.94,45.0,387.5,8.61
UNFI,48.2,57.02,26.76,41.89,47.13,36.65,70.9,15.1,48.57,-0.8,0.48,5.67,1.46,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,47.11,50.02,,,,,,,,,,,,,,
UNH,398.14,461.62,254.52,358.07,402.83,313.31,69.3,11.2,411.49,-3.2,-2.25,5.11,9.57,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,399.15,423.84,,,,,,,,,,,,,,
UNM,89.28,94.55,67.08,80.81,90.92,70.71,80.8,10.5,88.78,0.6,0.42,6.12,2.14,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,86.12,91.44,89.28,8.4005,2.8002,133.92,125.0,183.02,262.5,107.14,96.42,83.92,83.92,45.0,387.5,8.61
UNP,308.8,315.99,207.45,261.72,294.43,229.0,93.4,18.0,296.74,4.1,2.14,3.52,5.53,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,287.84,305.64,,,,,,,,,,,,,,
UPS,102.46,116.86,76.95,96.9,109.02,84.79,63.9,5.7,106.51,-3.8,-1.87,5.2,1.93,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,103.32,109.71,,,,,,,,,,,,,,
UPST,29.85,76.95,23.97,50.46,56.76,44.15,11.1,-40.8,29.37,1.6,-4.21,13.92,1.86,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,28.49,30.25,,,,,,,,,,,,,,
